Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual**2,OverallQual**3,OverallQualsqrt,GrLivArea**2,GrLivArea**3,GrLivAreasqrt,GarageCars**2,GarageCars**3,GarageCarssqrt,GarageArea**2,GarageArea**3,GarageAreasqrt,TotalBsmtSF**2,TotalBsmtSF**3,TotalBsmtSFsqrt,1stFlrSF**2,1stFlrSF**3,1stFlrSFsqrt,FullBath**2,FullBath**3,FullBathsqrt,YearBuilt**2,YearBuilt**3,YearBuiltsqrt,TotRmsAbvGrd**2,TotRmsAbvGrd**3,TotRmsAbvGrdsqrt,YearRemodAdd**2,YearRemodAdd**3,YearRemodAddsqrt
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,No,No,0.0,No,0,0,No,No,N,0,160,0,0,0,0,No,No,No,0,6,2010,WD,Normal,96500,16,64,2.0,1299600,1481544000,33.76388603226827,0,0,0.0,0,0,0.0,331776,191102976,24.0,627264,496793088,28.142494558940577,1,1,1.0,3648100,6967871000,43.70354676682432,49,343,2.6457513110645907,4016016,8048096064,44.76605857119878
752,60,RL,0.0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,No,No,No,0,8,2007,WD,Normal,162000,49,343,2.6457513110645907,1742400,2299968000,36.3318042491699,4,8,1.4142135623730951,160000,64000000,20.0,435600,287496000,25.69046515733026,435600,287496000,25.69046515733026,4,8,1.4142135623730951,4012009,8036054027,44.75488800120049,36,216,2.449489742783178,4012009,8036054027,44.75488800120049
753,20,RL,79.0,9236,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,No,No,No,0,7,2006,WD,Normal,217000,36,216,2.449489742783178,2232036,3334661784,38.65229618017538,4,8,1.4142135623730951,331776,191102976,24.0,2187441,3235225239,38.45776904605882,2232036,3334661784,38.65229618017538,4,8,1.4142135623730951,3988009,7964053973,44.68780594300866,36,216,2.449489742783178,3988009,7964053973,44.68780594300866
754,60,RL,80.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,No,No,No,0,3,2006,WD,Normal,275500,64,512,2.8284271247461903,4401604,9234565192,45.803929962395145,9,27,1.7320508075688772,770884,676836152,29.631064780058107,1060900,1092727000,32.09361307176243,1077444,1118386872,32.218007387174026,4,8,1.4142135623730951,4020025,8060150125,44.77722635447622,64,512,2.8284271247461903,4020025,8060150125,44.77722635447622
755,20,RL,61.0,7930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,No,No,No,0,7,2009,WD,Normal,156000,36,216,2.449489742783178,1052676,1080045576,32.03123475609393,4,8,1.4142135623730951,193600,85184000,20.97617696340303,1052676,1080045576,32.03123475609393,1052676,1080045576,32.03123475609393,1,1,1.0,3876961,7633736209,44.37341546466758,25,125,2.23606797749979,4020025,8060150125,44.77722635447622
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,No,No,No,0,3,2009,WD,Normal,172500,36,216,2.449489742783178,2163841,3183010111,38.353617821530214,4,8,1.4142135623730951,193600,85184000,20.97617696340303,531441,387420489,27.0,550564,408518488,27.23967694375247,4,8,1.4142135623730951,3996001,7988005999,44.710177812216315,36,216,2.449489742783178,3996001,7988005999,44.710177812216315
757,60,RL,68.0,10769,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,No,No,No,0,4,2009,WD,Normal,212000,64,512,2.8284271247461903,3125824,5526456832,42.04759208325728,4,8,1.4142135623730951,334084,193100552,24.041630560342615,749956,649461896,29.427877939124322,749956,649461896,29.427877939124322,4,8,1.4142135623730951,4028049,8084294343,44.799553569204235,49,343,2.6457513110645907,4028049,8084294343,44.799553569204235
758,60,RL,0.0,11616,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,No,GdPrv,No,0,4,2010,WD,Abnorml,158900,36,216,2.449489742783178,1920996,2662500456,37.22902093797257,4,8,1.4142135623730951,193600,85184000,20.97617696340303,451584,303464448,25.92296279363144,451584,303464448,25.92296279363144,4,8,1.4142135623730951,3912484,7738893352,44.474711915874174,36,216,2.449489742783178,3912484,7738893352,44.474711915874174
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,8,2008,WD,Normal,179400,49,343,2.6457513110645907,2253001,3381754501,38.742741255621034,4,8,1.4142135623730951,193600,85184000,20.97617696340303,553536,411830784,27.27636339397171,573049,433798093,27.51363298439521,4,8,1.4142135623730951,3996001,7988005999,44.710177812216315,36,216,2.449489742783178,3996001,7988005999,44.710177812216315
760,60,RL,65.0,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,No,No,No,0,11,2007,WD,Normal,290000,64,512,2.8284271247461903,6405961,16213487291,50.309044912421065,9,27,1.7320508075688772,565504,425259008,27.422618401604176,1737124,2289529432,36.30426972134269,1763584,2342039552,36.4417343165772,4,8,1.4142135623730951,3980025,7940149875,44.66542286825459,81,729,3.0,3980025,7940149875,44.66542286825459
761,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,No,No,Shed,450,10,2009,WD,Normal,127500,36,216,2.449489742783178,746496,644972544,29.393876913398138,1,1,1.0,90000,27000000,17.320508075688775,746496,644972544,29.393876913398138,746496,644972544,29.393876913398138,1,1,1.0,3837681,7518017079,44.26059195266146,25,125,2.23606797749979,3837681,7518017079,44.26059195266146
762,30,RM,60.0,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,No,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,10,2009,WD,Normal,100000,25,125,2.23606797749979,1692601,2202073901,36.069377593742864,4,8,1.4142135623730951,193600,85184000,20.97617696340303,1311025,1501123625,33.83784863137726,1692601,2202073901,36.069377593742864,1,1,1.0,3701776,7122217024,43.86342439892262,25,125,2.23606797749979,3802500,7414875000,44.15880433163923
763,60,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,No,No,No,0,6,2010,Con,Normal,215200,49,343,2.6457513110645907,2393209,3702294323,39.331920878594275,4,8,1.4142135623730951,376996,231475544,24.779023386727733,571536,432081216,27.49545416973504,583696,445943744,27.640549922170507,4,8,1.4142135623730951,4036081,8108486729,44.82186966202994,49,343,2.6457513110645907,4036081,8108486729,44.82186966202994
764,60,RL,82.0,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,No,No,No,0,7,2009,WD,Normal,337000,64,512,2.8284271247461903,5593225,13227977125,48.63126566315131,9,27,1.7320508075688772,732736,627222016,29.257477676655586,1567504,1962515008,35.38361202590826,1607824,2038720832,35.608987629529715,4,8,1.4142135623730951,3996001,7988005999,44.710177812216315,64,512,2.8284271247461903,3996001,7988005999,44.710177812216315
765,120,RL,30.0,9549,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,No,No,No,0,4,2006,WD,Normal,270000,64,512,2.8284271247461903,2232036,3334661784,38.65229618017538,4,8,1.4142135623730951,231361,111284641,21.93171219946131,2232036,3334661784,38.65229618017538,2232036,3334661784,38.65229618017538,1,1,1.0,3980025,7940149875,44.66542286825459,36,216,2.449489742783178,3984016,7952095936,44.67661580737735
766,20,RL,75.0,14587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,No,No,No,0,8,2008,New,Partial,264132,81,729,3.0,2268036,3415662216,38.80721582386451,4,8,1.4142135623730951,350464,207474688,24.331050121192877,2244004,3361517992,38.704004960727254,2268036,3415662216,38.80721582386451,4,8,1.4142135623730951,4032064,8096384512,44.81071300481616,36,216,2.449489742783178,4032064,8096384512,44.81071300481616
767,60,RL,80.0,10421,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,No,MnPrv,Shed,500,3,2010,WD,Normal,196500,49,343,2.6457513110645907,2937796,5035382344,41.400483088968905,4,8,1.4142135623730951,246016,122023936,22.271057451320086,960400,941192000,31.304951684997057,960400,941192000,31.304951684997057,4,8,1.4142135623730951,3952144,7856862272,44.58699361921591,49,343,2.6457513110645907,3952144,7856862272,44.58699361921591
768,50,RL,75.0,12508,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,No,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,No,No,Shed,1300,7,2008,WD,Normal,160000,36,216,2.449489742783178,3062500,5359375000,41.83300132670378,1,1,1.0,178929,75686967,20.566963801203133,966289,949862087,31.352830813181765,966289,949862087,31.352830813181765,4,8,1.4142135623730951,3763600,7301384000,44.04543109109048,49,343,2.6457513110645907,3940225,7821346625,44.553338819890925
769,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,No,No,No,0,10,2006,WD,Normal,216837,49,343,2.6457513110645907,3370896,6188965056,42.8485705712571,4,8,1.4142135623730951,234256,113379904,22.0,3459600,6434856000,43.12771730569565,3370896,6188965056,42.8485705712571,4,8,1.4142135623730951,4016016,8048096064,44.76605857119878,64,512,2.8284271247461903,4020025,8060150125,44.77722635447622
770,60,RL,47.0,53504,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,No,No,No,0,6,2010,WD,Normal,538000,64,512,2.8284271247461903,10751841,35255286639,57.262553208881634,9,27,1.7320508075688772,707281,594823321,29.0,2722500,4492125000,40.620192023179804,2856100,4826809000,41.10960958218893,9,27,1.7320508075688772,4012009,8036054027,44.75488800120049,144,1728,3.4641016151377544,4012009,8036054027,44.75488800120049
771,85,RL,0.0,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,No,No,No,0,4,2009,WD,Normal,134900,25,125,2.23606797749979,736164,631628712,29.29163703175362,4,8,1.4142135623730951,331776,191102976,24.0,736164,631628712,29.29163703175362,736164,631628712,29.29163703175362,1,1,1.0,3928324,7785938168,44.51965857910413,25,125,2.23606797749979,3928324,7785938168,44.51965857910413
772,20,RL,67.0,8877,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,4,2006,COD,Normal,102000,16,64,2.0,1488400,1815848000,34.92849839314596,4,8,1.4142135623730951,156816,62099136,19.8997487421324,698896,584277056,28.91366458960192,1488400,1815848000,34.92849839314596,1,1,1.0,3806401,7426288351,44.170125650715555,36,216,2.449489742783178,3806401,7426288351,44.170125650715555
773,80,RL,94.0,7819,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,No,MnPrv,No,0,3,2010,WD,Abnorml,107000,36,216,2.449489742783178,1247689,1393668613,33.421549934136806,4,8,1.4142135623730951,451584,303464448,25.92296279363144,1058841,1089547389,32.07802986469088,1247689,1393668613,33.421549934136806,1,1,1.0,3904576,7715442176,44.45222154178574,36,216,2.449489742783178,3904576,7715442176,44.45222154178574
774,20,RL,70.0,10150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,No,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2007,COD,Normal,114500,25,125,2.23606797749979,831744,758550528,30.199337741083,1,1,1.0,75625,20796875,16.583123951777,831744,758550528,30.199337741083,831744,758550528,30.199337741083,1,1,1.0,3833764,7506509912,44.24929377967517,25,125,2.23606797749979,3833764,7506509912,44.24929377967517
775,20,RL,110.0,14226,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,No,No,No,0,7,2007,New,Partial,395000,64,512,2.8284271247461903,3892729,7680354317,44.41846462902562,9,27,1.7320508075688772,801025,716917375,29.916550603303182,3744225,7245075375,43.98863489584554,3892729,7680354317,44.41846462902562,4,8,1.4142135623730951,4024036,8072216216,44.78839135311738,81,729,3.0,4024036,8072216216,44.78839135311738
776,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,No,No,No,0,6,2009,WD,Normal,162000,36,216,2.449489742783178,1449616,1745337664,34.698703145794944,4,8,1.4142135623730951,169744,69934528,20.29778313018444,1449616,1745337664,34.698703145794944,1449616,1745337664,34.698703145794944,4,8,1.4142135623730951,3992004,7976023992,44.69899327725402,25,125,2.23606797749979,3992004,7976023992,44.69899327725402
777,20,RL,86.0,11210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,No,No,No,0,7,2006,New,Partial,221500,49,343,2.6457513110645907,2604996,4204463544,40.17461885320133,9,27,1.7320508075688772,748225,647214625,29.410882339705484,2604996,4204463544,40.17461885320133,2604996,4204463544,40.17461885320133,4,8,1.4142135623730951,4020025,8060150125,44.77722635447622,49,343,2.6457513110645907,4024036,8072216216,44.78839135311738
778,20,RL,100.0,13350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,No,MnPrv,No,0,6,2006,WD,Normal,142500,25,125,2.23606797749979,799236,714516984,29.899832775452108,4,8,1.4142135623730951,193600,85184000,20.97617696340303,746496,644972544,29.393876913398138,799236,714516984,29.899832775452108,1,1,1.0,3896676,7692038424,44.429719783046124,25,125,2.23606797749979,3896676,7692038424,44.429719783046124
779,90,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,No,No,No,No,0,No,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,10,2007,WD,Normal,144000,25,125,2.23606797749979,4080400,8242408000,44.94441010848846,4,8,1.4142135623730951,396900,250047000,25.099800796022265,0,0,0.0,4080400,8242408000,44.94441010848846,4,8,1.4142135623730951,3908529,7727161833,44.46346815083142,100,1000,3.1622776601683795,3908529,7727161833,44.46346815083142
780,90,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2006,WD,Normal,135000,36,216,2.449489742783178,1008016,1012048064,31.68595903550972,4,8,1.4142135623730951,254016,128024064,22.44994432064365,950625,926859375,31.22498999199199,1008016,1012048064,31.68595903550972,1,1,1.0,3908529,7727161833,44.46346815083142,16,64,2.0,3908529,7727161833,44.46346815083142
781,20,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,No,No,No,0,6,2007,WD,Normal,176000,49,343,2.6457513110645907,1570009,1967221277,35.397740040855716,4,8,1.4142135623730951,161604,64964808,20.049937655763422,1530169,1892819053,35.17101079013795,1570009,1967221277,35.397740040855716,4,8,1.4142135623730951,3980025,7940149875,44.66542286825459,36,216,2.449489742783178,3984016,7952095936,44.67661580737735
782,60,RL,65.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,No,No,No,0,7,2006,WD,Normal,175900,36,216,2.449489742783178,2569609,4119083227,40.0374824383352,4,8,1.4142135623730951,234256,113379904,22.0,579121,440711081,27.586228448267445,656100,531441000,28.460498941515414,4,8,1.4142135623730951,3968064,7904383488,44.63182720884279,49,343,2.6457513110645907,3968064,7904383488,44.63182720884279
